"","gene_id","WTn_1_WTn_2_WTn_3_0","WTn_1_WTn_2_WTn_3_1","WTn_1_WTn_2_WTn_3_2","WT6h_1_WT6h_2_WT6h_3_0","WT6h_1_WT6h_2_WT6h_3_1","WT6h_1_WT6h_2_WT6h_3_2","KOn_1_KOn_2_KOn_3_0","KOn_1_KOn_2_KOn_3_1","KOn_1_KOn_2_KOn_3_2","KO6h_1_KO6h_2_KO6h_3_0","KO6h_1_KO6h_2_KO6h_3_1","KO6h_1_KO6h_2_KO6h_3_2","gene_short_name"
"1","XLOC_000001",24.2237,24.7098,22.2801,40.6997,36.5856,36.9315,22.3993,22.786,24.6982,44.224,37.4053,33.4091,"Lypla1"
"2","XLOC_000002",26.6939,33.0599,30.81,121.032,113.795,92.0121,27.8069,30.7975,27.1026,110.372,103.065,92.9196,"Tcea1"
"3","XLOC_000003",37.616,37.8308,33.2241,80.0679,76.6768,83.5772,34.8612,35.427,29.2932,75.836,71.2938,71.5147,"Atp6v1h"
"4","XLOC_000004",0,0,0,0,0,0,0,0,0,0,0,0,"Oprk1"
"5","XLOC_000005",8.49337,8.18689,8.52718,4.62988,4.25131,3.77572,8.93782,8.42852,8.08892,4.51169,4.29324,4.48681,"Rb1cc1"
"6","XLOC_000006",0,0,0,0,0,0,0,0,0,0,0,0,"Fam150a"
"7","XLOC_000007",0.706159,1.13579,1.01618,0.97224,0.874711,0.702457,0.464632,1.04186,0.794323,0.964773,1.13138,0.991413,"St18"
"8","XLOC_000008",12.731,12.2694,12.4081,22.5461,19.2495,16.9727,13.4401,11.7909,14.4565,21.1355,18.2018,17.0849,"Pcmtd1"
"9","XLOC_000009",4.11405,4.32619,4.22026,17.6489,17.1951,15.4644,3.48635,3.48199,3.60576,16.4336,14.5897,16.8012,"Rrs1"
"10","XLOC_000010",0.440775,0.702177,0.753738,6.02473,6.20803,6.17128,0.171801,0.742721,0.483343,7.60984,6.85435,8.19579,"Adhfe1"
"11","XLOC_000011",0,0,0,0,0,0,0,0,0,0,0,0.0228001,"3110035E14Rik"
"12","XLOC_000012",4.58792,5.88695,4.16086,12.8595,12.2451,13.1555,4.4203,4.27249,4.99575,13.5176,14.5689,13.913,"1700034P13Rik"
"13","XLOC_000013",13.6909,20.7427,17.6346,149.665,144.396,132.731,15.0891,15.4088,15.7512,149.766,147.347,147.658,"Sgk3"
"14","XLOC_000014",0.970103,0.682409,0.463556,1.00794,1.16169,0.837031,0.350418,0.536047,0.486651,0.694142,1.19135,0.877138,"6030422M02Rik"
"15","XLOC_000015",1.35611,1.29051,1.1798,0.944087,0.744851,0.63158,1.51357,1.17343,1.48741,0.747901,0.631548,0.702446,"Cspp1"
"16","XLOC_000016",0.114212,0.0960084,0.217877,0.200673,0.191687,0.0844255,0.217056,0.183529,0.575019,0.218855,0.247945,0.114122,"Prex2"
"17","XLOC_000017",0,0,0,0.0143756,0,0.0192641,0,0.00925365,0,0,0,0,"A830018L16Rik"
"18","XLOC_000018",1.2921,1.84477,1.35418,3.99252,3.49805,3.72272,0.664572,0.556123,0.92174,2.83603,2.16183,3.35039,"4932411L15"
"19","XLOC_000019",0,0.0214063,0,0,0.0121781,0.0126511,0,0.00712282,0.00748905,0,0.0122286,0,"Sulf1"
"20","XLOC_000020",0,0,0,0,0,0,0.0441246,0.0409574,0,0,0,0,"Xkr9"
"21","XLOC_000021",0,0,0,0,0,0,0,0,0,0,0,0,"Kcnb2"
"22","XLOC_000022",2.13664,2.42626,2.28395,1.72277,0.920505,1.85266,1.98095,2.48136,2.48686,1.13289,1.0597,1.66548,"Terf1"
"23","XLOC_000023",3.62818,2.9238,2.90427,1.09897,0.928473,1.2565,3.61875,2.9163,3.36544,1.89585,1.42998,1.96792,"Rdh10"
"24","XLOC_000024",0.0571971,0.031986,0,0,0.106979,0.0415914,0.0219261,0,0.0209782,0,0,0.0787411,"D030040B21Rik"
"25","XLOC_000025",7.92503,8.48073,8.61662,13.8852,13.5272,14.6918,8.26088,9.53465,8.60924,13.4784,11.7183,12.9672,"Tmem70"
"26","XLOC_000026",46.5659,56.3096,50.7233,112.124,103.845,100.228,51.5961,50.2873,45.0547,106.737,112.9,110.79,"Ly96"
"27","XLOC_000027",0.032016,0.0179281,0.0137165,0,0,0,0.0123714,0,0,0,0,0,"Gdap1"
"28","XLOC_000028",0,0.0491897,0,0.0145383,0,0.022723,0,0.0202879,0.0393857,0,0.0843095,0,"Pi15"
"29","XLOC_000029",0,0,0,0,0,0,0,0.0104469,0,0,0,0,"Crispld1"
"30","XLOC_000030",0,0,0,0,0,0,0,0,0,0,0,0,"Tfap2d"
"31","XLOC_000031",0,0,0,0,0,0,0,0,0,0,0,0,"Tfap2b"
"32","XLOC_000032",0,0,0,0,0,0,0,0,0,0,0,0,"4930486I03Rik"
"33","XLOC_000033",0,0,0,0,0,0,0,0,0,0,0,0,"Mir206"
"34","XLOC_000034",0,0,0,0,0,0,0,0,0,0,0,0,"Mir133b"
"35","XLOC_000035",0,0,0,0,0,0,0,0,0,0,0,0,"Il17a"
"36","XLOC_000036",0.13205,0.0445333,0.113004,0.102382,0,0,0.103369,0.174741,0.165251,0.0535406,0.0372109,0,"Paqr8"
"37","XLOC_000037",0.172509,0.0241153,0.129811,0,0,0,0.083664,0.147948,0.104737,0.0294355,0,0.0314808,"Efhc1"
"38","XLOC_000038",2.48999,0.806696,1.81588,0.11108,0.256672,0.296591,1.12222,2.54278,1.59768,0.476381,0.620124,0.422723,"Tmem14a"
"39","XLOC_000039",0.40868,0.230152,0.457253,0.100714,0.107865,0.0575997,0.157889,0.846836,0.316568,0.0521299,0.0541482,0.114681,"Gsta3"
"40","XLOC_000040",0,0,0,0,0,0,0,0,0,0,0,0,"Khdc1a"
"41","XLOC_000041",0,0,0,0,0,0,0,0,0,0,0,0,"Khdc1c"
"42","XLOC_000042",0,0.0308214,0,0,0,0,0,0.0190947,0,0,0.0331724,0,"Khdc1b"
"43","XLOC_000043",0,0,0,0,0,0,0,0,0,0,0,0,"Mir30a"
"44","XLOC_000044",0,0,0,0,0,0,0,0,0,0,0,0,"Mir30c-2"
"45","XLOC_000045",0.0785315,0.0742225,0.0225215,0.0775237,0.0856876,0.0430062,0.0421167,0.0696535,0.0228033,0.0598167,0.1032,0.0888655,"B3gat2"
"46","XLOC_000046",0,0,0,0,0,0,0,0,0,0,0,0,"Col9a1"
"47","XLOC_000047",23.0371,21.5751,22.036,27.8,26.9553,26.668,23.932,21.4542,19.4212,25.2399,24.4366,25.2527,"Lmbrd1"
"48","XLOC_000048",0,0,0,0,0,0,0,0,0,0,0,0,"Lgsn"
"49","XLOC_000049",0,0,0,0,0,0,0,0,0,0,0,0,"4930521A18Rik"
"50","XLOC_000050",0,0,0,0,0,0,0,0,0,0,0,0,"Gm4850"
"51","XLOC_000051",0,0,0,0,0,0,0,0,0,0,0,0,"Khdrbs2"
"52","XLOC_000052",0,0,0.166046,0,0,0,0.0528735,0,0,0,0,0,"1700001G17Rik"
"53","XLOC_000053",0.731075,0.794862,0.807409,0.530635,0.402365,0.347518,0.762034,0.752878,0.610917,0.518875,0.383903,0.593796,"Rab23"
"54","XLOC_000054",1.55433,2.61433,2.27888,14.6057,14.1229,17.3173,1.86499,3.29716,1.63737,18.3178,13.4083,25.5777,"Dst"
"55","XLOC_000055",12.9222,13.2429,12.9689,11.7236,11.3645,13.3543,12.2808,13.0345,11.085,10.2797,10.0045,10.2781,"Imp4"
"56","XLOC_000056",22.1429,22.814,20.9856,6.72927,5.77196,5.92625,23.2594,23.5705,21.1387,6.24529,6.34697,6.19122,"Ptpn18"
"57","XLOC_000057",0,0,0,0,0,0,0.0340001,0,0,0,0,0,"Prss39"
"58","XLOC_000058",0,0,0,0,0,0,0,0,0,0,0,0,"Cfc1"
"59","XLOC_000059",0,0,0,0.0135593,0,0,0,0,0,0,0,0,"Fam123c"
"60","XLOC_000060",1.68053,1.22942,1.58325,0.0540061,0.0294157,0.0521029,1.89773,1.61436,1.56769,0,0.055523,0,"Arhgef4"
"61","XLOC_000061",57.3673,53.017,53.1052,45.2361,45.2667,43.492,58.3892,57.6926,57.9468,54.0147,56.1719,55.7523,"Plekhb2"
"62","XLOC_000062",9.79993,8.73164,9.9989,4.80425,4.15971,4.26813,9.6008,9.14464,10.9347,4.23679,4.32748,4.51684,"Hs6st1"
"63","XLOC_000063",2.12394,2.88811,1.78259,20.5195,19.1804,18.8714,2.47938,2.49102,2.38812,22.12,19.695,18.9326,"Arid5a"
"64","XLOC_000064",1.93101,2.16471,2.02451,2.6501,2.7122,2.77406,1.65547,2.34604,2.194,2.90831,2.51237,2.60931,"Cnnm4"
"65","XLOC_000065",7.09405,6.0829,6.86524,0.907816,0.819775,1.0236,7.91219,6.72706,7.62318,0.88668,0.854481,0.712182,"Cnnm3"
"66","XLOC_000066",81.5796,86.9118,80.7272,120.882,125.914,128.111,84.1234,99.1189,92.6279,126.768,120.38,116.72,"Cox5b"
"67","XLOC_000067",0,0,0,0,0,0.0758179,0.0405376,0.0390635,0.0414638,0,0.072704,0.0757056,"4933424G06Rik"
"68","XLOC_000068",0,0,0,0,0,0,0.0290247,0,0,0,0,0,"Zap70"
"69","XLOC_000069",0,0,0,0,0,0,0,0,0,0,0,0,"Cnga3"
"70","XLOC_000070",5.32163,5.45853,5.58787,5.3544,4.67168,3.99007,5.39796,5.0623,5.29052,6.05342,5.54448,5.88991,"Inpp4a"
"71","XLOC_000071",29.3959,30.1233,29.5222,69.539,69.3655,67.4907,29.0809,28.5103,29.7734,72.6353,65.4357,65.3121,"Unc50"
"72","XLOC_000072",0.672558,0.523179,0.801181,0.582898,0.240347,0.445484,0.468951,0.682438,0.429412,0.32102,0.240019,0.504462,"Lipt1"
"73","XLOC_000073",32.6788,31.7206,31.5393,49.9917,55.4428,53.5155,34.3677,39.2915,29.0338,50.676,54.5188,48.4659,"Mrpl30"
"74","XLOC_000074",10.6926,11.2872,11.9738,11.8136,10.3645,9.55691,10.2838,10.5348,10.6336,10.4897,9.8444,9.50035,"Eif5b"
"75","XLOC_000075",0,0,0,0,0,0,0,0,0,0,0,0,"Nms"
"76","XLOC_000076",13.292,13.5004,12.5624,21.7922,18.0268,20.7046,12.7479,13.0333,12.9186,18.7788,19.6835,20.6085,"Pdcl3"
"77","XLOC_000077",0.65902,0.322548,0.468832,0,0,0,0.462972,0.257624,0.376871,0.0181268,0.018662,0.0189946,"Npas2"
"78","XLOC_000078",215.364,200.887,196.606,152.798,159.309,221.525,217.507,219.231,217.425,186.767,191.906,217.857,"Rpl31"
"79","XLOC_000079",6.21449,5.48577,5.61981,7.00646,6.47988,6.20413,5.94815,6.29655,6.36069,6.30545,5.88436,5.84988,"D1Bwg0212e"
"80","XLOC_000080",12.7459,9.41972,10.4784,8.2546,8.25228,7.90121,13.0135,10.8737,12.473,7.86043,7.77026,7.50647,"Map4k4"
"81","XLOC_000081",0.0431922,0,0.0743625,0.163338,0.29122,0.186748,0.0677318,0.0326274,0.208126,0.16855,0.118551,0.314542,"Il1r2"
"82","XLOC_000082",0.080851,0,0.115833,0.112136,0.105262,0.0798296,0.0493313,0.0292302,0.072627,0.0834304,0.0174684,0,"Il1r1"
"83","XLOC_000083",0.894913,0.68534,0.828374,0.235231,0.33835,0.175883,1.13898,1.44505,0.865485,0.234879,0.259776,0.224294,"Il1rl2"
"84","XLOC_000084",0.179401,0.166412,0.235721,0,0.0535184,0.0169665,0.323811,0.201338,0.244673,0.0287423,0.0303084,0.0670491,"Il1rl1"
"85","XLOC_000085",0,0.0139609,0.0107039,0,0,0.0168005,0.0221413,0,0,0,0,0,"Il18r1"
"86","XLOC_000086",0.0900551,0.13777,0.114155,0.963857,0.85043,0.696911,0.184994,0.1043,0.103973,0.945257,0.672886,1.04648,"Il18rap"
"87","XLOC_000087",0.0155595,0.0174638,0.0132591,0,0.0217988,0,0.0242781,0.011694,0.0123023,0.0209573,0,0,"Slc9a4"
"88","XLOC_000088",0.0150446,0,0,0,0,0,0.0119331,0,0,0,0,0,"Slc9a2"
"89","XLOC_000089",0,0,0,0,0,0,0,0,0,0,0,0,"Tmem182"
"90","XLOC_000090",0,0,0,0,0,0,0,0,0,0,0,0,"Pou3f3"
"91","XLOC_000091",0,0,0,0,0,0,0,0,0,0,0,0,"2900092D14Rik"
"92","XLOC_000092",8.63364,8.87703,8.79588,9.27734,10.2125,7.82573,10.5646,10.4838,11.3367,8.07572,7.98291,6.6351,"Mrps9"
"93","XLOC_000093",0,0,0,0,0,0,0,0,0,0,0,0,"Gpr45"
"94","XLOC_000094",4.44858,4.82545,4.46723,4.65328,4.00076,4.36026,4.53378,5.00532,4.77326,4.36313,3.98763,3.94682,"AI597479"
"95","XLOC_000095",6.25662,5.18254,6.16727,13.5516,14.9421,11.5065,5.42045,5.33845,6.09558,16.414,14.8911,14.2382,"Nck2"
"96","XLOC_000096",0.0738975,0,0,0,0,0,0,0,0,0,0,0,"1500015O10Rik"
"97","XLOC_000097",20.0602,22.6111,21.0656,25.566,23.6111,22.1926,21.9575,18.8738,19.426,26.1595,24.687,26.0953,"Tpp2"
"98","XLOC_000098",4.43067,4.9519,4.83914,1.10952,0.796736,0.773871,5.43569,5.08807,4.44458,0.993687,0.840691,1.09988,"Bivm"
"99","XLOC_000099",1.37745,1.7142,1.88552,0.805904,0.511441,0.615629,2.08707,1.78599,1.5921,0.852269,0.640309,0.962128,"Ercc5"
"100","XLOC_000100",0,0,0,0,0,0.0421696,0,0,0,0,0,0,"Gulp1"
"101","XLOC_000101",0.098091,0.0396664,0.0920472,0.0963152,0.115786,0.0847721,0,0.00529741,0.0134374,0,0.0205317,0.0107156,"Col3a1"
"102","XLOC_000102",4.07687,4.02412,4.67959,2.15134,1.95891,2.09863,3.75081,3.2145,3.20022,1.17739,1.67489,1.65843,"Wdr75"
"103","XLOC_000103",0,0,0,0,0,0,0,0.00337547,0,0,0,0,"Dnahc7b"
"104","XLOC_000104",0,0,0,0,0,0,0,0,0,0,0,0,"Tmeff2"
"105","XLOC_000105",0,0,0,0,0,0,0,0,0,0,0,0,"Sdpr"
"106","XLOC_000106",0.483235,0.625544,0.600238,2.17242,2.61771,1.9291,0.580809,0.484315,0.466972,1.93216,1.96917,2.27876,"Stat4"
"107","XLOC_000107",33.1655,104.134,76.981,307.444,303.701,304.151,58.3903,82.0718,63.37,306.163,305.06,302.058,"Stat1"
"108","XLOC_000108",1.694,1.59279,1.20089,0.169977,0.253677,0.17876,1.68199,1.68896,1.82203,0.0596678,0.18707,0.138914,"Tmem194b"
"109","XLOC_000109",3.94506,3.18152,3.68506,0.371931,0.407509,0.317502,4.25138,4.67855,3.2002,0.263231,0.273601,0.301855,"Hibch"
"110","XLOC_000110",0,0,0,0,0,0,0,0,0,0,0,0,"Mstn"
"111","XLOC_000111",13.0373,14.0181,11.2473,5.2847,5.11158,5.98616,12.2527,10.9849,13.634,4.53216,5.70836,5.32003,"Ormdl1"
"112","XLOC_000112",1.38176,1.50239,1.35466,0.112539,0.309806,0.136945,1.79439,1.21974,1.78885,0.0587988,0.0613254,0.0977957,"Osgepl1"
"113","XLOC_000113",0.0107736,0.0118721,0,0,0,0,0.00824737,0,0,0,0,0,"Ccdc150"
"114","XLOC_000114",5.28706,6.35462,6.12954,21.2757,19.9024,19.2843,5.8326,4.23631,5.13426,19.2993,19.0287,16.9957,"Coq10b"
"115","XLOC_000115",32.4635,37.2478,33.3443,33.7043,31.1261,31.6257,34.0712,36.3192,38.3518,28.1912,32.9178,30.1603,"Hspe1"
"116","XLOC_000116",14.2487,15.7619,13.9882,23.1184,23.3888,21.5733,12.8891,12.8255,11.9878,20.245,19.5423,18.1986,"Mob4"
"117","XLOC_000117",0.997806,0.745405,1.03353,0.266572,0.4174,0.315649,1.07735,0.664784,0.680598,0.521122,0.290475,0.238638,"Mars2"
"118","XLOC_000118",0.0262449,0.0683792,0.0376234,0.0317881,0.02324,0,0.0616301,0.0254453,0.123051,0.0557707,0.0114982,0.0634779,"Plcl1"
"119","XLOC_000119",0,0,0,0,0,0,0,0,0,0,0,0,"9130227L01Rik"
"120","XLOC_000120",0.0352028,0.0649393,0.12545,0.0208952,0.0861647,0.0428015,0.0678146,0.0849466,0.0121747,0,0.0214971,0.0949117,"9130024F11Rik"
"121","XLOC_000121",2.19795,2.75469,2.23604,1.13522,0.429617,0.747723,2.6082,2.25342,2.40911,0.807707,1.07614,0.546124,"1700066M21Rik"
"122","XLOC_000122",4.54324,5.21997,5.34883,13.0668,12.4529,12.8604,5.18049,7.34576,7.44541,12.8753,11.2778,11.3844,"9430016H08Rik"
"123","XLOC_000123",0,0.0147393,0.022618,0.399035,0.298284,0.396172,0,0,0.0103635,0.462646,0.370082,0.420572,"Spats2l"
"124","XLOC_000124",0.235653,0.245895,0.303401,0,0.014305,0,0.400246,0.509037,0.369144,0.038343,0.0397465,0,"Sgol2"
"125","XLOC_000125",0.0540898,0.0243849,0.0742308,0,0,0,0.0338569,0.0798597,0.0358271,0,0.0298076,0,"Aox1"
"126","XLOC_000126",0,0,0,0,0,0,0,0,0,0,0,0,"Aox3"
"127","XLOC_000127",0.00975699,0.0219067,0,0,0,0,0,0,0,0,0,0,"Aox4"
"128","XLOC_000128",0.00910956,0,0.00785467,0.0120198,0,0,0.00713765,0,0.0154335,0,0.0127484,0,"Aox3l1"
"129","XLOC_000129",82.5895,83.4714,85.7438,158.504,154.11,146.541,81.729,76.7927,72.7995,159.506,153.649,155.859,"Bzw1"
"130","XLOC_000130",4.53272,4.774,4.89833,4.11824,5.2255,4.91651,4.34914,4.40532,3.77884,4.22983,4.48583,3.97144,"Nif3l1"
"131","XLOC_000131",39.6936,39.4295,36.9484,23.5437,30.4267,24.4005,38.6578,44.8604,41.3954,28.7525,25.0803,27.5961,"Ndufb3"
"132","XLOC_000132",0.638061,0.868941,0.544429,0.496569,0.438127,1.18505,0.86976,0.906917,0.561533,1.03246,0.354093,0.920665,"Gm20257"
"133","XLOC_000133",13.7324,18.7563,17.9657,521.784,492.858,436.537,13.5837,15.5929,18.1889,427.848,447.139,398.187,"Cflar"
"134","XLOC_000134",20.7293,24.0876,22.6543,67.9083,59.3866,60.2274,25.6418,26.6479,25.6992,73.8106,68.8396,68.2669,"Casp8"
"135","XLOC_000135",6.19585,6.60938,6.68659,1.66067,1.94079,2.68204,7.83529,7.67941,7.17352,2.62469,2.80437,2.3217,"Stradb"
"136","XLOC_000136",1.27988,1.35112,1.68233,0.22938,0.130063,0.32192,1.49591,2.20444,2.46564,0.315927,0.609301,0.686249,"Cdk15"
"137","XLOC_000137",7.8874,5.37478,6.39536,21.7184,20.6747,17.5694,6.32856,4.90895,6.14635,23.5097,21.4165,19.7182,"Fzd7"
"138","XLOC_000138",0,0,0.00710516,0,0.0110799,0,0,0,0,0,0,0,"Gm973"
"139","XLOC_000139",6.87542,7.06599,6.84053,5.04771,4.9448,5.57178,5.29709,4.75314,4.99372,3.95366,3.32339,4.26192,"Nop58"
"140","XLOC_000140",0,0,0,0,0,0,0,0,0,0,0,0,"Snord70"
"141","XLOC_000141",0,0,0,0,0,0,0,0,0,0,0,0,"Snord11"
"142","XLOC_000142",17.578,15.5688,16.1406,23.2438,23.1921,23.2517,15.3255,12.4844,11.5036,23.3901,22.4897,22.0568,"Bmpr2"
"143","XLOC_000143",10.9238,9.82559,12.1029,2.16778,2.86334,2.27007,12.9674,11.4607,13.1825,2.79196,2.90436,2.44835,"Fam117b"
"144","XLOC_000144",0.788307,0.660061,0.769096,0.0496858,0.127211,0.119034,1.06103,0.7173,0.622126,0.0775694,0.189332,0.0577363,"Carf"
"145","XLOC_000145",4.16051,3.95363,3.94888,2.53292,2.51432,2.38394,3.45546,2.58438,2.93024,3.03256,2.78618,2.80585,"Nbeal1"
"146","XLOC_000146",10.3817,10.059,11.0456,6.86287,7.38269,6.21306,10.8491,10.3336,8.7295,6.45028,6.80681,7.07465,"Cyp20a1"
"147","XLOC_000147",5.69141,5.01597,6.32971,2.30323,2.17742,1.63917,5.48057,5.23365,5.00063,2.50403,2.74689,3.25733,"Abi2"
"148","XLOC_000148",33.6963,23.0718,30.2946,0.885163,1.15526,1.20346,40.5599,26.4675,31.1766,1.19922,1.17167,1.17048,"Cd28"
"149","XLOC_000149",0,0,0,0,0,0,0,0,0,0,0,0,"Ctla4"
"150","XLOC_000150",0.100853,0.0568134,0.0642114,0,0,0,0.038988,0.0556706,0.0924536,0,0.0661696,0.0365226,"Icos"
"151","XLOC_000151",0,0,0,0,0,0,0,0,0,0,0,0,"9530026F06Rik"
"152","XLOC_000152",0.0351704,0.0448826,0.0129318,0,0.00715269,0.0145105,0.0274569,0.0451356,0.0396736,0,0.00704207,0.0073218,"Pard3b"
"153","XLOC_000153",57.8781,68.6418,61.5541,410.396,434.649,433.066,48.5328,53.3522,55.4405,421.239,425.023,420.098,"Nrp2"
"154","XLOC_000154",0.320831,0.293079,0.296918,0.209134,0,0.0504252,0.291166,0.161245,0.226544,0.135128,0.13718,0.278875,"Gm11602"
"155","XLOC_000155",63.4735,59.1501,57.8405,34.4649,36.06,42.7148,74.4815,71.6643,61.8136,47.9115,44.6959,54.5451,"Eef1b2"
"156","XLOC_000156",0,0,0,0,0,0,36.9313,66.6074,0,0,0,0,"Snora41"
"157","XLOC_000157",0,0,0,0,0,0,0,0,0,0,0,0,"Zdbf2"
"158","XLOC_000158",0,0,0,0,0,0,0,0,0,0,0,0,"Adam23"
"159","XLOC_000159",4.81525,4.6874,5.13495,5.66814,4.86546,5.54223,4.76709,4.25394,4.00947,5.42542,4.81311,5.36554,"Fastkd2"
"160","XLOC_000160",0,0,0,0,0,0,0,0,0,0,0,0,"Gm13749"
"161","XLOC_000161",8.43518,8.36226,8.76288,9.10801,8.27965,8.61607,8.32133,7.29453,8.10176,8.61271,8.83,8.25474,"Creb1"
"162","XLOC_000162",3.93846,5.27882,4.8742,29.5837,27.1451,26.5525,3.04018,3.51633,3.17875,24.4746,21.6843,23.6386,"Ccnyl1"
"163","XLOC_000163",11.51,10.0472,11.0961,14.2198,13.3668,12.7314,8.9147,8.56425,8.57354,13.6449,12.8922,13.6265,"Pikfyve"
"164","XLOC_000164",0,0,0,0,0.0358788,0,0,0,0,0.0336913,0,0,"Pth2r"
"165","XLOC_000165",0,0,0,0,0,0,0,0,0,0,0,0,"Crygf"
"166","XLOC_000166",0,0.0229447,0.0176435,0.0116718,0.0126631,0,0.0238563,0.0075255,0,0,0,0.0138169,"Mtap2"
"167","XLOC_000167",0,0.0038351,0,0.12781,0.08949,0.0770874,0,0,0.00277603,0.0774904,0.0937089,0.0639281,"Unc80"
"168","XLOC_000168",8.53494,9.7059,9.08707,42.5665,37.7284,37.5796,9.35166,9.93652,9.07955,50.4009,43.4209,41.2005,"Rpe"
"169","XLOC_000169",0,0,0,0,0,0,0,0,0,0,0,0,"Cps1"
"170","XLOC_000170",0,0,0,0,0,0,0,0,0,0,0,0,"Spag16"
"171","XLOC_000171",0,0,0,0,0,0,0,0,0,0,0,0,"Vwc2l"
"172","XLOC_000172",14.1336,13.7077,13.3475,7.83244,7.81611,8.77939,12.6622,12.2661,9.96002,7.20632,7.87636,8.16311,"Atic"
"173","XLOC_000173",0,0,0,0,0,0,0,0,0,0,0,0,"Apol7d"
"174","XLOC_000174",0,0,0,0,0,0,0,0,0,0,0,0,"Gm8883"
"175","XLOC_000175",0,0,0,0.0199788,0,0,0,0.0122271,0,0,0,0,"Tmem169"
"176","XLOC_000176",0.0439816,0.0490943,0.0942291,0,0,0,0.0678292,0.0976518,0.0172084,0,0,0,"Xrcc5"
"177","XLOC_000177",6.52125,5.71292,5.79687,4.88246,4.59885,4.97985,5.4692,6.55964,5.68595,4.33411,4.20156,4.8837,"Smarcal1"
"178","XLOC_000178",694.314,687.669,643.672,500.33,502.749,587.188,754.382,786.667,675.604,599.033,616.136,598.521,"Rpl37a"
"179","XLOC_000179",0,0,0,0,0,0,0.0475677,0.0223701,0,0,0,0,"Igfbp2"
"180","XLOC_000180",0,0,0,0.137919,0,0,0,0,0,0,0,0,"1700027A15Rik"
"181","XLOC_000181",0,0,0,0,0,0,0,0,0,0,0,0,"D530049I02Rik"
"182","XLOC_000182",0,0,0,0,0.0212413,0,0,0,0,0,0,0,"Rufy4"
"183","XLOC_000183",0.148319,0.271355,0.111781,0.450239,0.447568,0.375063,0.215467,0.230049,0.166641,0.27315,0.443244,0.257888,"Cxcr2"
"184","XLOC_000184",242.142,258.676,266.81,520.475,482.067,417.395,238.081,269.067,251.14,543.081,524.394,501.641,"Arpc2"
"185","XLOC_000185",0,0,0,0.139514,0,0,0,0,0,0,0,0,"Gpbar1"
"186","XLOC_000186",10.3577,10.7486,11.8992,3.52357,2.67073,2.91125,9.96279,12.5712,9.91859,4.22215,3.44336,4.72487,"Pnkd"
"187","XLOC_000187",0.0417862,0,0.11046,0,0,0,0.0865332,0.0804165,0.0734099,0,0,0.0178859,"Gm216"
"188","XLOC_000188",119.076,110.856,117.362,81.3173,84.1936,87.4283,109.413,118.337,105.355,84.614,86.3268,87.5005,"Slc11a1"
"189","XLOC_000189",46.6616,45.438,44.3122,26.6973,28.8899,28.1332,50.7893,43.6637,54.1312,29.9277,27.3204,29.7238,"Ctdsp1"
"190","XLOC_000190",0,0,0,0,0,0,0,0,0,0,0,0,"Mir26b"
"191","XLOC_000191",0.0243595,0.0409689,0.0210968,0,0.0373774,0.017935,0.0288509,0.0454651,0.0111753,0,0,0,"Vil1"
"192","XLOC_000192",12.2709,13.3066,14.2663,16.9548,18.7389,17.206,13.3808,12.9669,11.9363,16.0538,16.3894,16.5419,"Rqcd1"
"193","XLOC_000193",0,0,0,0,0,0,0.0241232,0,0.0125585,0,0.0200272,0,"Plcd4"
"194","XLOC_000194",2.95341,2.24117,2.58133,0.494616,0.67828,0.626886,2.52823,3.09093,2.63282,0.179874,0.797529,0.683031,"Bcs1l"
"195","XLOC_000195",0.282378,0.143007,0.224091,0.0321351,0.0882377,0.0504881,0.274301,0.320996,0.184092,0.0816882,0.0849922,0.052846,"Stk36"
"196","XLOC_000196",1.45462,1.43499,1.56273,0.393528,0.462166,0.579756,1.32954,1.15577,1.16807,0.397129,0.427676,0.352438,"Ttll4"
"197","XLOC_000197",23.3518,21.2075,21.1118,5.6771,5.50331,6.15571,27.2955,21.4687,21.9542,6.81888,6.69598,6.83703,"Cyp27a1"
"198","XLOC_000198",0.0864572,0.196704,0.149715,0.779787,0.70516,0.239634,0.216973,0.217609,0.256254,0.166304,0.462331,0.349818,"Wnt6"
"199","XLOC_000199",0.0494084,0,0.0211645,0,0,0,0,0.01962,0,0.0508779,0,0,"Wnt10a"
"200","XLOC_000200",0,0,0,0,0,0,0,0,0,0,0,0,"Cdk5r2"
"201","XLOC_000201",37.8073,32.0205,34.8115,58.3475,58.0196,52.6284,39.5086,33.478,38.7144,56.5655,56.1359,52.0324,"Fam134a"
"202","XLOC_000202",6.73083,6.41187,5.84516,26.836,23.536,24.3928,6.57556,6.95298,8.06262,25.5804,25.2204,23.2648,"Zfand2b"
"203","XLOC_000203",2.98745,3.45756,2.57497,1.74191,2.38249,2.37295,2.91434,2.9117,2.90127,1.74139,2.15513,2.38473,"Ankzf1"
"204","XLOC_000204",3.72713,4.43233,4.1039,4.77677,4.47283,4.25977,3.78304,4.36224,3.74668,4.30257,3.85988,4.03256,"Stk16"
"205","XLOC_000205",2.83582,2.81324,2.33874,4.70869,4.53858,5.40285,2.8663,2.41367,2.63837,5.55131,5.25906,5.71877,"Dnajb2"
"206","XLOC_000206",0,0,0,0.028898,0.0304553,0,0,0,0,0,0,0,"Des"
"207","XLOC_000207",15.0402,16.0189,15.8445,5.34766,4.97185,5.21814,15.3128,18.2241,19.8179,6.26486,4.91691,5.584,"Speg"
