"","gene_id","WTn_1_WTn_2_WTn_3_0","WTn_1_WTn_2_WTn_3_1","WTn_1_WTn_2_WTn_3_2","WT6h_1_WT6h_2_WT6h_3_0","WT6h_1_WT6h_2_WT6h_3_1","WT6h_1_WT6h_2_WT6h_3_2","KOn_1_KOn_2_KOn_3_0","KOn_1_KOn_2_KOn_3_1","KOn_1_KOn_2_KOn_3_2","KO6h_1_KO6h_2_KO6h_3_0","KO6h_1_KO6h_2_KO6h_3_1","KO6h_1_KO6h_2_KO6h_3_2","gene_short_name"
"11641","XLOC_011641",17.051,15.3794,15.2273,10.8171,10.2664,10.3416,15.9677,13.7965,12.958,12.0066,11.6804,12.3309,"Tmem87b"
"11642","XLOC_011642",0,0,0,0,0,0,0,0,0,0,0,0,"Fbln7"
"11643","XLOC_011643",1.23595,1.1825,1.12184,0.821782,0.711291,0.604781,1.19193,0.94337,1.04006,0.930213,0.894798,0.788647,"Zc3h6"
"11644","XLOC_011644",3.92625,3.0149,2.80346,2.28142,1.71716,2.12377,4.13611,3.45602,4.11618,3.55798,2.35221,2.42477,"Ttl"
"11645","XLOC_011645",3.02205,3.12158,2.82979,0.435402,0.904098,1.25631,2.50248,2.71782,1.95072,0.406071,0.557429,0.506716,"Polr1b"
"11646","XLOC_011646",4.74202,4.19931,4.18054,4.43322,2.49132,3.91992,6.35357,6.22378,6.0494,3.89116,3.79495,3.8067,"Chchd5"
"11647","XLOC_011647",11.6083,10.7135,10.7933,6.04562,5.75284,7.72586,10.6965,10.4073,10.9559,5.72542,6.81744,7.72626,"Slc20a1"
"11648","XLOC_011648",0,0,0,0,0,0,0.0112488,0,0,0,0,0,"A730036I17Rik"
"11649","XLOC_011649",0.194145,0.224925,0.085514,1.02307,0.940992,0.894788,0.154555,0.0364292,0.473583,0.475759,0.833424,0.637493,"Gm14023"
"11650","XLOC_011650",0,0.0496677,0.0754296,1.10664,0.452892,1.56702,0.0340197,0.031759,0.0357361,0.594527,1.04172,0.92436,"Gm14047"
"11651","XLOC_011651",384.05,415.965,410.365,334.167,323.669,322.524,362.154,406.508,377.513,424.056,429.201,416.283,"Sirpa"
"11652","XLOC_011652",3.34365,3.36522,3.21766,3.9963,3.97475,4.04912,2.71493,2.66423,3.11589,3.864,3.5316,3.27595,"Stk35"
"11653","XLOC_011653",0.0240755,0.013493,0.0308741,0,0,0,0.0187439,0.0181195,0.0567309,0,0,0,"Tgm3"
"11654","XLOC_011654",0,0,0,0,0,0,0,0,0,0,0,0,"AU015228"
"11655","XLOC_011655",0,0,0,0,0,0,0,0,0,0,0,0,"Tgm6"
"11656","XLOC_011656",0,0,0.0226167,0,0,0,0.0203935,0.01977,0.0108822,0,0,0,"Tmc2"
"11657","XLOC_011657",9.52659,10.5573,9.61956,10.9959,11.5282,11.3967,6.64356,7.88694,6.58452,6.77735,6.37511,7.683,"Nop56"
"11658","XLOC_011658",0,0,0,0,0,0,0,0,0,0,0,0,"Snord110"
"11659","XLOC_011659",0,0,0,0,0,0,0,0,0,0,0,0,"Snord57"
"11660","XLOC_011660",0.0162688,0,0,0,0,0,0,0,0,0,0,0,"Ebf4"
"11661","XLOC_011661",0,0,0.193424,0,0,0,0,0,0.103473,0,0,0,"1700020A23Rik"
"11662","XLOC_011662",0,0.107257,0,0.141123,0.159434,0,0,0,0,0,0,0,"4933425O20Rik"
"11663","XLOC_011663",7.68104,8.81223,7.35262,7.72694,7.87975,7.83675,7.23553,7.84709,6.86691,7.33396,6.85359,8.05277,"Vps16"
"11664","XLOC_011664",50.4291,41.3958,44.9807,37.7374,34.9407,35.3695,45.8341,44.9092,45.5708,41.2719,37.6986,36.5795,"Ptpra"
"11665","XLOC_011665",7.2152,7.16095,7.52625,4.39378,4.6554,3.531,7.23742,7.50014,7.64335,3.9937,3.99759,3.62059,"Mrps26"
"11666","XLOC_011666",0,0,0,0,0,0,0,0,0,0,0,0,"Oxt"
"11667","XLOC_011667",10.2912,13.9429,11.2062,21.1955,19.7159,18.7453,11.2525,13.6995,13.747,23.326,22.0902,19.894,"Itpa"
"11668","XLOC_011668",6.22252,5.46803,5.90999,2.89405,2.72441,3.03997,5.42922,5.22711,5.46456,3.14538,3.52343,3.44404,"Atrn"
"11669","XLOC_011669",0.142175,0.0805523,0.0369123,0,0,0.0470343,0.0690953,0.0526166,0.0286331,0.0463731,0,0.0758229,"Hspa12b"
"11670","XLOC_011670",6.11993,4.75799,5.14721,0.152093,0.0836561,0.0272178,6.10203,7.14939,7.34957,0.20734,0.107761,0.14162,"Cdc25b"
"11671","XLOC_011671",15.4619,11.9159,13.2417,2.95301,1.98811,2.52153,14.0856,13.4456,13.7858,2.29852,2.22348,2.42218,"2310035K24Rik"
"11672","XLOC_011672",15.3177,15.1648,15.2257,4.83652,5.88474,5.35995,17.0399,17.4639,15.9272,5.61202,5.12518,4.97919,"Mavs"
"11673","XLOC_011673",7.6777,7.43541,7.07234,7.77746,7.27418,7.73439,8.21123,6.84226,7.59186,6.70923,6.70013,6.45635,"Pank2"
"11674","XLOC_011674",0,0,299.94,0,0,0,0,0,0,0,0,0,"Mir103-2"
"11675","XLOC_011675",6.52542,5.71265,7.14224,6.19697,6.8918,4.68653,9.53733,7.91957,9.492,5.66977,6.31005,5.6428,"Smox"
"11676","XLOC_011676",10.7532,10.0613,8.91199,27.5194,27.1324,26.7605,10.668,9.54552,9.41359,25.6978,23.2551,25.5824,"Prnp"
"11677","XLOC_011677",0.0303083,0,0,0,0,0,0.0243719,0.0230066,0.0265643,0.0281425,0.0291695,0,"Prnd"
"11678","XLOC_011678",20.9233,18.2879,19.8935,15.9399,16.4964,17.7292,19.9775,17.5028,17.0516,17.0783,15.4969,17.1398,"Cds2"
"11679","XLOC_011679",0,0,0,0,0,0,0,0,0,0,0,0,"4921508D12Rik"
"11680","XLOC_011680",0,0,0,0,0,0,0,0,0,0,0,0,"1700026D11Rik"
"11681","XLOC_011681",0,0,0,0,0,0,0.023956,0,0,0,0,0,"AU019990"
"11682","XLOC_011682",5.02982,4.53202,5.73139,2.40017,3.63873,1.7114,6.26658,6.64886,4.926,2.46062,2.37531,1.95594,"1110034G24Rik"
"11683","XLOC_011683",0,0,0.00768258,0,0.0121577,0,0,0.00659778,0.00771432,0,0,0,"Chgb"
"11684","XLOC_011684",0.565642,0.446697,0.889645,0.0636026,0.0915206,0.105331,0.451891,0.711573,0.626728,0.0892055,0.115446,0.125425,"Mcm8"
"11685","XLOC_011685",7.73955,8.28852,9.22683,9.89928,11.4281,8.71241,7.98746,7.82859,10.0857,9.12018,9.63689,8.80591,"Crls1"
"11686","XLOC_011686",6.67933,6.78963,6.53646,2.51057,2.70159,1.81002,6.26987,5.36506,6.09603,2.23751,2.43971,2.11073,"Bmp2"
"11687","XLOC_011687",0.0495251,0.00783849,0.0303365,0,0.0267456,0.029031,0.00546507,0.00529898,0.00547439,0.00883097,0.0181813,0.019072,"Plcb1"
"11688","XLOC_011688",0,0,0,0,0,0,0,0,0,0,0,0,"Mir3963"
"11689","XLOC_011689",0.127799,0.0852374,0.109184,0.167377,0.171883,0.101267,0.107439,0.125144,0.0667755,0.155714,0.145535,0.182054,"Plcb4"
"11690","XLOC_011690",0,0,0,0,0,0,0,0,0,0,0,0,"6330527O06Rik"
"11691","XLOC_011691",0,0,0,0,0,0,0,0,0,0,0,0,"Ankrd5"
"11692","XLOC_011692",0,0,0,0.0352033,0,0,0,0,0,0,0,0,"Snap25"
"11693","XLOC_011693",2.40637,3.14438,2.50155,8.68554,8.3398,7.94428,2.45987,2.70484,2.49857,8.12208,9.38655,8.71906,"2210009G21Rik"
"11694","XLOC_011694",1.82303,1.9011,2.01416,0.58635,0.547218,0.736018,1.97285,1.51403,2.22998,0.554332,0.72099,0.563023,"Btbd3"
"11695","XLOC_011695",0,0,0,0,0,0,0,0,0,0,0,0,"Mir1952"
"11696","XLOC_011696",0,0,0,0,0,0,0,0,0,0,0,0,"Sptlc3"
"11697","XLOC_011697",0,0.0350481,0,0.0472214,0,0,0,0.0117865,0,0.048765,0.099978,0.0788566,"Ism1"
"11698","XLOC_011698",1.21087,1.52902,1.18185,1.39341,1.70637,1.57428,1.28978,1.26165,1.38247,1.6317,1.6671,1.7103,"2310003L22Rik"
"11699","XLOC_011699",0,0.0448602,0.0667802,0.0239026,0.0248366,0.025205,0.078396,0.0287786,0.0158637,0.0516335,0.0266227,0.0254742,"Macrod2"
"11700","XLOC_011700",28.6632,32.4829,35.4707,41.8006,41.8215,35.0152,36.9633,37.7257,36.8026,39.5768,38.2353,36.9841,"Snrpb2"
"11701","XLOC_011701",0,0,0,0,0,0,0,0,0,0,0,0.103704,"Otor"
"11702","XLOC_011702",0,0,0,0,0,0,0,0,0,0,0,0,"Pcsk2"
"11703","XLOC_011703",53.7053,58.1707,54.9214,52.8442,53.3524,46.8335,61.1516,58.6377,64.9725,74.3711,65.3741,63.9578,"Dstn"
"11704","XLOC_011704",0,0,0,0,0,0,0,0,0,0,0,0,"Banf2"
"11705","XLOC_011705",3.86869,3.11458,3.3193,1.51022,1.44953,2.359,3.62393,3.43038,2.70076,1.5697,1.00811,1.9893,"8430406I07Rik"
"11706","XLOC_011706",8.20872,7.87788,8.56644,2.22359,2.29953,1.54988,9.01772,10.9235,8.67495,2.24491,1.79088,2.68389,NA
"11707","XLOC_011707",7.05663,7.95122,6.46087,3.62814,2.82791,2.83161,6.11431,6.60013,8.65592,3.42218,4.42499,2.9169,"Csrp2bp,Gm20571"
"11708","XLOC_011708",0.231105,0.0646047,0.19969,0,0.0792521,0,0,0.127307,0,0,0,0,"Zfp133-ps"
"11709","XLOC_011709",0,0,0,0,0,0,0,0,0,0,0,0,"LOC171588"
"11710","XLOC_011710",4.29984,4.23771,3.97621,3.70376,3.62481,4.38541,3.7356,4.09931,4.06308,3.47571,3.03538,3.3436,"Polr3f"
"11711","XLOC_011711",11.9787,12.8099,11.7553,54.1836,51.4542,55.5782,11.6999,13.3366,11.2812,62.1056,59.6243,62.2994,"Sec23b"
"11712","XLOC_011712",8.85824,6.52534,7.45065,4.61142,5.53152,2.69255,5.85251,7.69346,4.97408,2.38603,2.49825,2.34094,"Gm561"
"11713","XLOC_011713",2.79745,2.78398,2.20784,8.60559,8.94969,8.51784,2.73769,2.2046,1.9224,12.0051,11.9655,11.7284,"Dtd1"
"11714","XLOC_011714",0,0,0,0,0,0,0,0,0,0,0,0,"1700010M22Rik"
"11715","XLOC_011715",0.941518,0.722974,0.934091,0.484632,0.691973,0.926546,0.475809,0.617429,0.574077,0.829149,0.957527,0.614956,"Slc24a3"
"11716","XLOC_011716",0.0586591,0,0,0,0.0800222,0.0439432,0.0459299,0.0440576,0.0676356,0,0.0399905,0.042635,"BC039771"
"11717","XLOC_011717",18.5712,17.0717,18.562,269.074,246.231,228.967,15.881,17.6657,16.2472,286.173,270.561,261.406,"Rin2"
"11718","XLOC_011718",32.4309,32.0185,31.9063,142.432,138.569,147.122,30.9412,29.063,28.7712,140.739,136.06,147.468,"Naa20"
"11719","XLOC_011719",0,0,0,0,0,0,0,0,0,0,0,0,"4930529M08Rik"
"11720","XLOC_011720",0,0,0,0,0.0872392,0.0304311,0,0,0,0,0,0,"Insm1"
"11721","XLOC_011721",0.0848044,0,0.0723231,0.202285,0,0.121398,0,0.125804,0,0.104332,0.221673,0.234607,"A930019D19Rik"
"11722","XLOC_011722",0,0,0,0,0,0,0,0,0,0,0,0,"4933406D12Rik"
"11723","XLOC_011723",3.32351,2.70445,3.10863,0.417956,0.466385,0.398438,4.01728,3.84943,3.39444,0.332416,0.315901,0.323113,"Plk1s1"
"11724","XLOC_011724",24.691,29.1172,27.9202,66.8987,58.5476,64.0442,26.1926,26.6059,24.731,61.5887,60.4509,62.2386,"Xrn2"
"11725","XLOC_011725",0,0,0,0,0,0,0,0,0,0,0,0,"Nkx2-2as"
"11726","XLOC_011726",0,0,0,0,0,0,0,0,0,0,0,0,"Pax1"
"11727","XLOC_011727",0,0,0,0,0,0,0,0,0,0,0,0,"A530006G24Rik"
"11728","XLOC_011728",0,0,0,0,0,0,0.0355728,0,0.0468162,0,0,0,"Sstr4"
"11729","XLOC_011729",5.22158,4.41154,5.67895,4.39051,4.2276,3.4953,4.91781,4.64502,4.13397,2.70167,2.88291,2.89797,"Nxt1"
"11730","XLOC_011730",5.35834,5.59115,5.81469,2.73494,2.71851,2.35215,6.05718,5.65551,5.76669,2.40368,2.60655,2.40672,"Gzf1"
"11731","XLOC_011731",0,0,0,0,0,0,0,0,0,0,0,0,"Cstl1"
"11732","XLOC_011732",0,0,0,0,0,0,0,0,0,0,0,0,"8030411F24Rik"
"11733","XLOC_011733",0,0,0,0,0,0,0,0,0,0,0,0,"Cst12"
"11734","XLOC_011734",0,0,0,0,0,0,0,0,0,0,0,0,"Cst8"
"11735","XLOC_011735",0,0,0,0,0,0,0,0,0,0,0,0,"Cst13"
"11736","XLOC_011736",0,0,0,0,0,0,0,0,0,0,0,0,"Cst9"
"11737","XLOC_011737",0,0,0,0,0,0,0,0,0,0,0,0,"Cst10"
"11738","XLOC_011738",0,0,0,0,0,0,0,0,0,0,0,0,"Tmem90b"
"11739","XLOC_011739",0,0,0,0,0,0,0,0.0648446,0,0,0,0,"Gm14139"
"11740","XLOC_011740",0.707,0.769054,0.670255,0.223075,0.262023,0.193281,0.548651,0.578038,0.711645,0.191008,0.228051,0.222171,"Zfp937"
"11741","XLOC_011741",0.025289,0.0283303,0,0,0,0.0346959,0.0188974,0.0184036,0.0159392,0,0.0274945,0,"Gm14124"
"11742","XLOC_011742",1.8597,3.61367,5.11186,194.068,190.689,213.168,1.84714,6.61665,3.46395,197.303,204.522,217.82,"Cst7"
"11743","XLOC_011743",0.0579454,0.065449,0,0,0,0.357844,0.137826,0.131854,0.102084,0,0.178813,0,"E130215H24Rik"
"11744","XLOC_011744",3.04505,2.81016,3.10639,0.399844,0.666073,1.02315,3.29547,3.63802,3.03508,0.667336,0.692242,0.67241,"Entpd6"
"11745","XLOC_011745",24.8226,22.0497,23.9121,9.76679,9.23267,10.0996,22.6827,22.026,21.102,11.21,10.9739,11.094,"Pygb"
"11746","XLOC_011746",2.34749,1.29034,2.29211,1.50349,1.60927,1.17663,1.45732,2.15171,1.29175,1.04505,1.00938,1.00186,"Gins1"
"11747","XLOC_011747",0,0,0,0,0,0,0,0,0,0,0,0,"Gm14151"
"11748","XLOC_011748",0,0,0,0,0,0,0,0,0,0,0,0,"4930442J19Rik"
"11749","XLOC_011749",27.8016,31.2242,26.5208,26.2248,33.6295,53.8991,25.7081,24.2028,26.0163,33.8656,34.0826,38.7699,"Nsfl1c"
"11750","XLOC_011750",60.9983,50.8966,55.4519,71.0383,78.2469,77.2876,60.4938,53.0091,62.1155,74.5766,74.4086,70.5107,"Fkbp1a,Sdcbp2"
"11751","XLOC_011751",0,0,0,0,0,0,0,0,0,0,0,0,"5430405G05Rik"
"11752","XLOC_011752",0,0,0,0,0,0,0,0,0,0,0,0,"Rspo4"
"11753","XLOC_011753",0,0,0,0,0,0,0.0225525,0,0,0,0,0,"Angpt4"
"11754","XLOC_011754",0,0.0334558,0,0,0,0,0,0.0666765,0,0.0731796,0,0.157409,"Slc52a3"
"11755","XLOC_011755",0,0,0,0,0,0,0,0,0.0293595,0.0297035,0,0,"Scrt2"
"11756","XLOC_011756",33.4972,28.0216,29.6775,19.0344,22.3827,24.7703,24.5217,27.2414,25.0221,19.93,19.4073,21.243,"Srxn1"
"11757","XLOC_011757",0,0,0,0,0,0,0,0,0,0,0,0,"Tcf15"
"11758","XLOC_011758",20.188,20.6176,21.3732,22.3231,23.3007,24.6515,20.1851,17.7133,19.5131,20.8888,21.2557,22.3054,"Csnk2a1"
"11759","XLOC_011759",27.5938,26.0247,24.9262,32.3962,31.012,30.005,25.7793,24.4426,24.9329,29.7714,30.7174,30.0864,"Tbc1d20"
"11760","XLOC_011760",0,0,0,0,0,0,0,0,0,0,0,0,"Gm14164"
"11761","XLOC_011761",0,0,0,0,0,0,0,0,0,0,0,0,"6820408C15Rik"
"11762","XLOC_011762",0,0,0,0,0,0,0,0,0,0,0,0,"Defb20"
"11763","XLOC_011763",0,0,0,0,0,0,0,0,0,0,0,0,"Defb28"
"11764","XLOC_011764",0,0,0,0,0,0,0,0,0,0,0,0,"Defb21"
"11765","XLOC_011765",0,0,0,0,0,0,0,0,0,0,0,0,"Defb36"
"11766","XLOC_011766",0,0,0,0,0,0,0,0,0,0,0,0,"Rem1"
"11767","XLOC_011767",15.3486,13.426,11.8445,13.9703,13.9747,11.3293,16.8079,16.3393,17.6469,15.3148,15.4748,15.1661,"H13"
"11768","XLOC_011768",0.316937,0.266765,0.204211,0.545386,0.115959,0.241531,0.124929,0.243027,0.199157,0.109679,0.578222,0,"Mcts2"
"11769","XLOC_011769",2.5378,1.83146,1.83878,4.49936,3.93882,4.08689,1.31861,1.12424,1.43417,2.55687,2.32624,3.45661,"Id1"
"11770","XLOC_011770",0.0706863,0.0791082,0.0608961,0,0,0,0,0,0.066828,0.102225,0,0,"Cox4i2"
"11771","XLOC_011771",0.332197,0.536666,0.586704,16.6971,15.8727,14.8099,0.629994,1.2529,1.17208,17.2851,15.9443,15.0693,"Tpx2"
"11772","XLOC_011772",0,0,0,0.0180108,0.0770647,0.0682227,0.00936854,0,0,0.0908283,0.0184172,0,"Mylk2"
"11773","XLOC_011773",0,0.017056,0,0,0.0232122,0,0.0648879,0,0,0.0220385,0,0,"Ttll9"
"11774","XLOC_011774",0,0,0,0,0,0,0,0,0,0,0,0,"Xkr7"
"11775","XLOC_011775",0.0357038,0.0408959,0.0310076,0.0390344,0,0.0670021,0.0303915,0.0139901,0.0754248,0.153192,0.0385653,0.115325,"BC020535"
"11776","XLOC_011776",26.5871,41.7735,32.5211,372.492,362.304,353.352,28.3629,37.0153,34.5012,358.713,356.596,332.43,"Hck"
"11777","XLOC_011777",28.1731,31.705,31.9004,89.8821,89.3162,96.05,29.958,32.1986,31.4397,94.6236,95.7966,96.0348,"Tm9sf4"
"11778","XLOC_011778",7.04534,7.52751,7.8375,17.2204,16.4589,17.0341,6.38109,7.12196,6.83955,18.6238,19.4066,19.0583,"Pofut1"
"11779","XLOC_011779",10.0618,10.1736,9.6385,16.3039,14.9217,15.4729,9.60509,10.0144,9.00124,17.136,16.8342,17.4552,"Kif3b"
"11780","XLOC_011780",8.79478,7.33949,8.00422,5.17965,5.04176,5.35741,7.92522,7.25871,6.96342,4.38834,4.65005,4.66531,"Asxl1"
"11781","XLOC_011781",0.248129,0.360693,0.380606,0.260734,0.348617,0.287712,0.327428,0.225279,0.202704,0.176344,0.288658,0.391499,"Dnmt3b"
"11782","XLOC_011782",24.245,24.8735,25.2771,55.8784,56.6794,56.204,21.2714,21.8293,21.2325,50.2982,50.3684,51.298,"Mapre1"
"11783","XLOC_011783",0,0,0,0.043837,0,0,0,0,0,0,0.0928518,0,"Efcab8"
"11784","XLOC_011784",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifb2"
"11785","XLOC_011785",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifb6"
"11786","XLOC_011786",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifb3"
"11787","XLOC_011787",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifb4"
"11788","XLOC_011788",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifa6"
"11789","XLOC_011789",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifa2"
"11790","XLOC_011790",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifa3"
"11791","XLOC_011791",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifa1"
"11792","XLOC_011792",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifa5"
"11793","XLOC_011793",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifb1"
"11794","XLOC_011794",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifb5"
"11795","XLOC_011795",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifb9a"
"11796","XLOC_011796",0,0,0,0,0,0,0,0,0,0,0,0,"Bpifb9b"
"11797","XLOC_011797",3.78568,3.24491,4.02056,1.91975,2.1217,2.04792,3.7699,3.55853,3.4275,1.9966,1.80258,1.56003,"Cbfa2t2"
"11798","XLOC_011798",0.554823,0.567517,0.724141,0.221799,0.24518,0.0976397,0.797408,1.07743,0.730755,0.651052,0.867348,0.433003,"1700003F12Rik"
"11799","XLOC_011799",0.0329897,0.0378396,0,0,0,0,0.0271035,0,0.100806,0,0,0,"1700007I08Rik"
"11800","XLOC_011800",0.803569,0.657081,0.900158,0.903937,0.698724,1.02283,0.769146,0.81817,0.781262,0.830495,0.864151,0.940485,"Zfp341"
"11801","XLOC_011801",54.8284,76.8232,66.7716,362.94,376.948,367.617,64.8753,72.4713,85.3603,365.683,339.715,356.806,"Chmp4b"
"11802","XLOC_011802",31.7664,32.2139,31.7204,57.9622,58.8816,60.6861,31.6035,32.5418,33.1127,59.387,55.1837,55.0479,"Raly"
"11803","XLOC_011803",0,0,0,0,0,0,0,0,0,0,0,0,"a"
"11804","XLOC_011804",18.3688,17.9187,18.7444,16.463,15.484,15.2343,19.3803,17.5271,16.464,16.2863,15.468,14.6878,"Itch"
"11805","XLOC_011805",73.567,68.3816,72.7558,78.1257,78.0584,76.6462,72.5033,80.7213,83.2911,87.2738,87.9863,85.8714,"Dynlrb1"
"11806","XLOC_011806",11.3664,10.3856,10.5998,12.0942,13.0538,12.0063,14.3685,12.4419,11.9185,17.3582,16.7357,16.7475,"Map1lc3a"
"11807","XLOC_011807",0,0,0,0,0,0,0,0,0,0,0,0,"Mir695"
"11808","XLOC_011808",33.8028,28.8667,33.1688,15.0247,15.7381,15.1215,35.7706,33.7768,35.8664,21.1093,20.0474,21.3481,"Trp53inp2"
"11809","XLOC_011809",2.52894,3.7749,3.56508,1.29107,1.33109,1.79435,3.8443,3.86802,4.13779,2.04805,1.74145,1.50971,"Acss2"
"11810","XLOC_011810",0,0,0.00425115,0,0.00883307,0,0,0.00382034,0,0.00835909,0,0,"Myh7b"
"11811","XLOC_011811",0,0,0,0,0,0,0,0,0,0,0,0,"Mir499"
"11812","XLOC_011812",1.32404,0.852701,1.02204,51.9184,53.3411,51.3968,0.980322,1.67851,0.882194,52.6231,46.668,52.3838,"Procr"
"11813","XLOC_011813",0,0.0220698,0.00839982,0.0162097,0.0182381,0.0163001,0,0,0.0189681,0,0,0.0175476,"Mmp24"
"11814","XLOC_011814",2.99113,2.9516,3.03796,0.763444,0.856175,0.685774,2.76349,3.04997,3.1613,0.998113,0.80731,0.918131,"Cep250"
"11815","XLOC_011815",54.1848,49.9859,48.9965,47.8191,54.4525,56.0533,61.4279,63.6757,64.686,61.1263,61.3694,57.2082,"Ergic3"
"11816","XLOC_011816",0,0,0.023677,0.0501495,0,0,0.0223748,0,0,0.0495266,0,0.051273,"Spag4"
"11817","XLOC_011817",47.7751,56.7041,49.1501,72.7288,72.9743,82.0128,53.42,52.8889,47.5945,63.8888,69.5435,79.2119,"Romo1"
"11818","XLOC_011818",10.0433,11.3901,11.5037,6.36364,6.13001,6.59889,10.0859,10.0402,9.67399,6.33541,5.37782,5.53022,"Phf20"
"11819","XLOC_011819",0.413482,0.438194,0.448698,0.268606,0.168954,0.116234,0.65159,0.50078,0.408889,0.16422,0.426662,0.145342,"4921517L17Rik"
"11820","XLOC_011820",10.703,11.8586,13.1177,1.67891,1.48843,1.60318,10.6548,12.0835,12.2371,1.78604,1.82489,1.68848,"Epb4.1l1"
"11821","XLOC_011821",6.46098,6.29442,6.75655,10.1634,9.75729,9.888,6.5076,6.73804,5.41256,9.51852,9.95145,9.61666,"0610011L14Rik"
"11822","XLOC_011822",14.3244,14.0476,14.2785,38.858,41.127,39.2743,15.5776,14.1692,15.8361,34.0158,34.3786,30.9396,"Dlgap4"
"11823","XLOC_011823",0,0.0716353,0.0276928,0,0,0,0.0502573,0.0738807,0.0542906,0,0.0484544,0,"Myl9"
"11824","XLOC_011824",0.317243,0.317594,0.393929,0.632874,0.773023,0.911807,0.438246,0.453407,0.506558,0.507306,0.346057,0.575178,"Tgif2"
"11825","XLOC_011825",29.2569,31.3276,29.4433,81.3948,87.3286,84.9718,30.0116,33.9184,32.3079,82.7927,82.6001,85.7399,"1110008F13Rik"
"11826","XLOC_011826",0,0,0,0.251252,0.278045,0,0,0,0.0616668,0.263458,0,0,"Gm1332"
"11827","XLOC_011827",54.2559,59.5188,56.9951,67.4205,63.5033,70.5272,58.284,76.8823,65.5668,78.8951,76.4512,79.1814,"Rpn2"
"11828","XLOC_011828",13.4602,12.2794,12.0404,29.1967,25.0408,32.7264,12.4268,12.4496,13.6519,24.2645,26.1999,27.6686,"Manbal"
"11829","XLOC_011829",0.490028,0.799861,0.732872,27.6203,33.454,35.5174,0.237513,0.848907,0.46844,22.138,23.6529,23.1751,"Src"
"11830","XLOC_011830",0.0958916,0.143848,0,0.0452493,0.107623,0.150778,0.025366,0.110629,0,0.047722,0.0929179,0.100893,"Nnat"
"11831","XLOC_011831",6.08034,5.14349,5.52707,4.10689,3.98204,4.50643,5.15958,5.48686,5.42217,4.22639,4.43283,3.90587,"Ctnnbl1"
"11832","XLOC_011832",0,0,0,0,0,0,0,0,0,0,0,0,"Vstm2l"
"11833","XLOC_011833",6.34461,6.65148,6.25117,5.75326,5.32647,5.81043,6.64114,6.82979,6.062,5.5028,5.00526,5.50303,"Rprd1b"
"11834","XLOC_011834",0,0,0,0,0,0,0,0,0,0,0,0,"1700060C20Rik"
"11835","XLOC_011835",0,0,0,0,0,0,0,0,0,0,0,0,"Bpi"
"11836","XLOC_011836",0.106952,0.194598,0.166586,0.0627906,0.136385,0.132533,0.222164,0.0994449,0.054067,0.191974,0.202266,0.242292,"Lbp"
"11837","XLOC_011837",0.043299,0.0365067,0.0279926,0,0,0.0167093,0,0.0157535,0.00853764,0,0,0,"Snhg11"
"11838","XLOC_011838",11.1383,10.5803,10.6664,9.93113,10.5832,9.96576,9.74069,8.69351,8.73159,9.11521,9.94257,10.0447,"Ralgapb"
"11839","XLOC_011839",0,0,0,0,0,0,0,0,0,0,0,0,"Adig"
"11840","XLOC_011840",0,0,0,0,0,0,0,0,0,0,0,0,"Arhgap40"
"11841","XLOC_011841",0,0.0181906,0,0,0,0,0.0133678,0,0.0175324,0,0,0,"Slc32a1"
"11842","XLOC_011842",2.13821,2.00541,1.8002,1.39159,1.3235,1.42395,1.90672,1.85439,2.28916,0.9857,1.3997,1.29007,"Actr5,Mir3474"
"11843","XLOC_011843",0.051322,0.0490538,0.0250526,0.0634999,0.0348145,0.0334454,0.0347838,0.0443188,0.0371426,0.0217484,0.0560569,0.0351557,"Ppp1r16b"
"11844","XLOC_011844",0.0219627,0.0249169,0.0190411,0,0,0.0372508,0.126782,0.18884,0.0634875,0.0378685,0,0,"Fam83d"
"11845","XLOC_011845",3.732,3.23596,3.25026,3.78737,4.44698,4.7692,3.02492,2.9586,2.67317,3.44396,3.57039,4.15883,"Dhx35"
"11846","XLOC_011846",0,0,0,0,0,0,0,0,0,0,0,0,"4933416E03Rik"
"11847","XLOC_011847",0,0,0,0,0,0,0,0,0,0,0,0,"9130015L21Rik"
"11848","XLOC_011848",15.0906,13.0613,15.6892,17.1235,16.9964,15.8337,14.2904,13.5143,14.1234,15.942,15.1867,14.5948,"Top1"
"11849","XLOC_011849",2.40968,1.78818,2.4142,0.38087,0.327864,0.447236,2.1317,2.13911,2.18555,0.253688,0.258714,0.305359,"Plcg1"
"11850","XLOC_011850",0,0,0,0,0,0,0,0,0,0,0,0,"Lpin3"
"11851","XLOC_011851",0,0,0,0,0,0,0,0,0,0,0,0,"C330008G21Rik"
